event_id,country_id,provstate,city,crit1,crit2,crit3,doubtterr,alternative_id,multiple,success,suicide,nkill,nkillus,nkillter
202005160026,104,Wajir,Fafi,1,1,1,0,0,0,0,0,0,0,0
202005160027,95,Saladin,Tikrit,1,1,0,1,1,0,1,0,2,0,0
202005160028,138,Rakhine,Let Kar,1,1,1,1,5,0,1,0,0,0,0
202005160029,137,Cabo Delgado,Miangalewa,1,1,1,0,0,0,1,0,10,0,0
202005160032,228,Taizz,Taizz,1,1,1,0,0,1,1,0,4,0,3
202005160033,228,Taizz,Taizz,1,1,0,1,1,1,1,0,4,0,3
202005170004,4,Khost,Khost,1,1,1,0,0,0,1,0,1,0,0
202005170005,4,Kabul,Ahmad Shah Baba Mina,1,1,0,1,1,0,1,0,1,0,0
202005170006,4,Helmand,Lashkar Gah,1,1,0,1,1,0,1,0,1,0,0
202005170008,4,Farah,Farah,1,1,1,0,0,0,1,0,1,0,0
202005170009,4,Ghazni,Bahrami Shahid district,1,1,1,0,0,0,1,0,5,0,0
202005170010,229,North Kivu,Kokola,1,1,1,0,0,0,1,0,7,0,0
202005170011,182,Mudug,Galkayo,1,1,1,0,0,0,1,1,5,0,1
202005170016,60,North Sinai,Qabr Umayr,1,1,1,0,0,0,1,0,12,0,9
202005170023,4,Ghazni,Dih Yak district,1,1,1,0,0,0,1,0,2,0,0
202005170024,603,Northern Ireland,Belfast,1,1,1,0,0,0,1,0,1,0,0
202005170025,603,Northern Ireland,Newtownbreda,1,1,1,0,0,0,1,0,0,0,0
202005170026,147,Borno,Baga,1,1,1,0,0,0,1,0,20,0,20
202005170027,95,Saladin,Cherdaghli,1,1,0,1,1,1,1,0,1,0,0
202005170028,95,Saladin,Cherdaghli,1,1,1,0,0,1,1,0,0,0,0
202005170032,4,Kapisa,Ghazi Khan Khel,1,1,1,0,0,0,1,0,1,0,0
202005170040,200,Deir ez-Zor,Hawayij,1,1,1,0,0,0,1,0,1,0,0
202005170041,217,Michigan,Essexville,1,1,1,0,0,0,0,0,0,0,0
202005170042,19,Sylhet,Ujaldhal,1,1,1,0,0,0,1,0,0,0,0
202005180001,4,Ghazni,Ghazni,1,1,1,0,0,0,1,1,8,0,1
202005180003,4,Zabul,Khaki,1,1,1,0,0,0,1,0,4,0,0
202005180008,153,Balochistan,Pir Ghaib,1,1,1,0,0,0,1,0,6,0,0
202005180009,153,Balochistan,Mand,1,1,0,1,1,0,1,0,1,0,0
202005180010,153,Khyber Pakhtunkhwa,Idak,1,1,0,1,1,0,1,0,1,0,0
202005180011,147,Yobe,Dapchi,1,1,1,0,0,0,1,0,6,0,5
202005180013,137,Sofala,Matenga,1,1,1,0,0,0,1,0,1,0,0
202005180018,95,Kirkuk,Kirkuk,1,1,1,0,0,1,1,0,1,0,0
202005180020,95,Saladin,Bastamli,1,1,0,1,1,0,1,0,1,0,0
202005180021,69,Auvergne-Rhone-Alpes,Jarrie,1,1,1,0,0,1,1,0,0,0,0
202005180022,69,Auvergne-Rhone-Alpes,Seyssinet-Pariset,1,1,1,0,0,1,1,0,0,0,0
202005180023,69,Auvergne-Rhone-Alpes,Herbeys,1,1,1,0,0,1,1,0,0,0,0
202005180024,78,Central Macedonia,Thessaloniki,1,1,1,0,0,0,1,0,0,0,0
202005180025,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180026,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180027,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180028,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180029,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180030,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180031,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180032,78,Attica,Athens,1,1,1,0,0,1,1,0,0,0,0
202005180036,147,Borno,Konduga,1,1,1,0,0,0,1,1,4,0,2
202005180037,147,Borno,Kautikari,1,1,1,0,0,0,1,0,1,0,0
202005180038,229,Ituri,Kelele,1,1,1,0,0,0,1,0,6,0,0
202005180039,95,Kirkuk,Iftikhar,1,1,0,1,1,0,1,0,1,0,0
202005180040,147,Yobe,Maza,1,1,0,1,1,0,1,0,5,0,3
202005180042,200,Deir ez-Zor,Shenan,1,1,1,0,0,0,1,0,1,0,0
202005180043,92,Jammu and Kashmir,Srinagar,1,1,1,0,0,0,1,0,0,0,0
202005190002,4,Khost,Gorchak,1,1,1,0,0,0,1,0,3,0,0
202005190003,4,Herat,Yakkah Chah,1,1,0,1,1,0,1,0,1,0,0
202005190004,4,Parwan,Khalazai,1,1,1,1,5,0,1,0,11,0,0
202005190005,4,Kunduz,Kunduz,1,1,1,0,0,0,1,0,2,0,0
202005190006,4,Kandahar,Toghri,1,1,1,0,0,0,1,0,6,0,2
202005190007,4,Kunduz,Chahar Dara district,1,1,1,0,0,1,1,0,8,0,6
202005190008,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202005190009,228,Al Hudaydah,Hudaydah,1,1,1,0,0,0,1,0,0,0,0
202005190011,4,Kunduz,Imam Sahib district,1,1,1,0,0,1,1,0,7,0,6
202005190012,4,Kunduz,Khanabad district,1,1,1,0,0,1,1,0,7,0,1
202005190013,4,Kunduz,Talawka,1,1,1,0,0,1,1,0,7,0,6
202005190014,4,Kunduz,Puli Safid,1,1,1,0,0,1,1,0,7,0,6
202005190015,4,Kunduz,Kunduz,1,1,1,0,0,1,1,0,7,0,6
202005190016,4,Kunduz,Charkh Ab,1,1,1,0,0,1,1,0,6,0,5
202005190017,146,Diffa,Bilabirim,1,1,0,1,1,0,1,0,19,0,7
202005190023,147,Taraba,Wukari,1,0,1,1,3,0,1,0,8,0,0
202005190024,95,Diyala,Al-Abbarah,1,1,1,0,0,0,1,0,1,0,0
202005190026,95,Diyala,Tinah,1,1,1,0,0,1,1,0,0,0,0
202005190027,95,Diyala,Tinah,1,1,1,0,0,1,1,0,0,0,0
202005190028,95,Diyala,Tinah,1,1,1,0,0,1,1,0,0,0,0
202005190030,4,Kabul,Kabul,1,1,1,0,0,0,0,0,0,0,0
202005190031,160,Maguindanao,Elian,1,1,0,1,1,1,1,0,0,0,0
202005190032,160,Maguindanao,Salbu,1,1,0,1,1,1,1,0,0,0,0
202005200001,4,Ghor,Katta-Chashma,1,1,1,0,0,0,1,0,1,0,0
202005200005,4,Herat,Pal-e-Hashimi,1,1,0,1,1,0,1,0,1,0,0
202005200006,92,Jammu and Kashmir,Srinagar,1,1,0,1,1,0,1,0,2,0,0
202005200008,182,Banaadir,Mogadishu,1,1,1,0,0,0,0,0,1,0,0
202005200009,123,Mopti,Doma,1,1,1,0,0,0,1,0,4,0,0
202005200011,41,Haut-Mbomou,Obo,1,1,1,0,0,0,1,0,10,0,10
202005200013,95,Kirkuk,Kirkuk,1,1,0,1,1,0,1,0,1,0,0
202005200016,92,Maharashtra,Gadchiroli,1,1,1,0,0,1,1,0,0,0,0
202005200017,92,Maharashtra,Gadchiroli,1,1,1,0,0,1,1,0,0,0,0
202005200018,217,Mississippi,Holly Springs,1,1,1,0,0,0,1,0,0,0,0
202005200020,4,Ghazni,Shah Gul,1,1,1,0,0,0,1,0,3,0,0
202005200021,155,West Bank,Huwara,1,1,1,0,0,0,0,0,0,0,0
202005200024,229,Tanganyika,Munena,1,1,1,0,0,0,1,0,2,0,0
202005200027,147,Kaduna,Magunguna,1,1,1,0,0,1,1,0,2,0,0
202005200028,147,Kaduna,Idazo,1,1,1,0,0,1,1,0,2,0,0
202005200029,147,Kaduna,Ungwan Galadima,1,1,1,0,0,1,1,0,2,0,0
202005200030,147,Kaduna,Ungwan Guza,1,1,1,0,0,1,1,0,2,0,0
202005200031,147,Kaduna,Etissi,1,1,1,0,0,1,1,0,1,0,0
202005200032,147,Kaduna,Ungwan Ma’aji,1,1,1,0,0,1,1,0,1,0,0
202005200033,147,Kaduna,Ungwan Dantata,1,1,1,0,0,1,1,0,1,0,0
202005200034,147,Kaduna,Ungwan Araha,1,1,1,0,0,1,1,0,1,0,0
202005200035,147,Kaduna,Ungwan Araha,1,1,1,0,0,1,1,0,1,0,0
202005200036,147,Kaduna,Ungwan Goshi,1,1,1,0,0,1,1,0,1,0,0
202005200037,147,Kaduna,Ungwan Shaban,1,1,1,0,0,1,1,0,1,0,0
202005200038,147,Kaduna,Ungwan Jibo,1,1,1,0,0,1,1,0,1,0,0
202005200039,147,Kaduna,Ungwan Maijama’a,1,1,1,0,0,1,1,0,1,0,0
202005200040,147,Kaduna,Ungwan Sako,1,1,1,0,0,1,1,0,1,0,0
202005200041,147,Kaduna,Ungwan Maidoki,1,1,1,0,0,1,1,0,1,0,0
202005200042,217,Arizona,Glendale,1,1,1,0,0,0,1,0,0,0,0
202005200043,92,Jammu and Kashmir,Srinagar,1,1,1,0,0,0,0,0,0,0,0
202005200044,160,Masbate,Jamorawon,1,1,1,0,0,0,1,0,1,0,0
202005210001,4,Kandahar,Tangari Dari,1,1,1,0,0,0,1,0,1,0,0
202005210003,4,Paktia,Gardez,1,1,1,0,0,0,1,0,1,0,0
202005210005,92,Jammu and Kashmir,Pulwama,1,1,1,0,0,0,1,0,1,0,0
202005210007,153,Khyber Pakhtunkhwa,Hilal Khel,1,1,1,0,0,0,1,0,1,0,0
202005210008,153,Khyber Pakhtunkhwa,Sharif Khana,1,1,1,0,0,0,1,0,1,0,0
202005210009,4,Nangarhar,Farm Ada,1,1,1,0,0,0,0,1,1,0,1
202005210011,217,Texas,Corpus Christi,1,1,1,0,0,0,1,0,1,1,1
202005210012,182,Gedo,Burdhubo,1,1,0,1,1,0,0,0,5,0,5
202005210017,45,Choco,Munguido,1,1,1,0,0,0,1,0,1,0,0
202005220002,4,Wardak,Chaki Wardak district,0,1,1,1,2,0,1,0,1,0,0
202005220003,14,Victoria,Cranbourne West,1,1,1,1,4,0,1,0,0,0,0
202005220004,92,Jammu and Kashmir,Pulwama,1,1,1,0,0,0,1,0,0,0,0
202005220008,33,Centre-Nord,Sanmatenga district,1,1,0,1,1,0,1,0,5,0,2
202005220009,4,Parwan,Charikar,1,1,1,0,0,0,1,0,0,0,0
202005220010,95,Kirkuk,Kor Ke Gal,1,1,1,0,0,0,1,0,1,0,0
202005220011,95,Diyala,Al-Abbarah,1,1,1,0,0,0,1,0,0,0,0
202005220014,160,Bukidnon,Cawayan,1,1,1,0,0,0,1,0,1,0,0
202005220015,75,Bavaria,Munich,1,1,1,0,0,0,1,0,0,0,0
202005220017,95,Baghdad,Baghdad,1,1,1,0,0,0,1,0,0,0,0
202005220022,147,Kaduna,Ungwan Masaba,1,1,1,0,0,1,1,0,1,0,0
202005230001,4,Laghman,Gerdi Selab,1,1,1,1,4,0,1,0,4,0,0
202005230003,161,Lodz,Lodz,1,1,1,0,0,0,1,0,0,0,0
202005230004,113,Murzuq,Traghen,1,1,0,1,1,0,1,0,0,0,0
202005230005,33,Centre-Nord,Sanmatenga district,1,1,0,1,1,0,1,0,4,0,0
202005230008,95,Kirkuk,Hamira,1,1,1,0,0,1,1,0,0,0,0
202005230009,95,Kirkuk,Hamira,1,1,1,0,0,1,0,0,0,0,0
202005230011,95,Saladin,Jallam,1,1,1,0,0,0,1,0,0,0,0
202005230015,160,Maguindanao,Tuka,1,1,0,1,1,0,0,0,2,0,2
202005230017,153,Khyber Pakhtunkhwa,Kohat district,1,1,1,0,0,0,1,0,1,0,0
202005230018,138,Sagaing,Otto,1,1,1,0,0,0,1,0,1,0,0
202005230019,93,Papua,Intan Jaya district,1,1,1,0,0,0,1,0,1,0,0
202005230020,214,Kyiv,Kyiv,1,1,1,0,0,0,1,0,0,0,0
202005230030,45,Antioquia,Coredo,1,1,1,0,0,0,1,0,0,0,0
202005240001,603,England,Chaddesden,1,1,1,0,0,0,1,0,0,0,0
202005240002,137,Cabo Delgado,Koko,1,1,1,0,0,0,1,0,0,0,0
202005240005,229,North Kivu,Beni district,1,1,1,0,0,0,1,0,9,0,0
202005240007,182,Bay,Baidoa,1,1,1,0,0,0,1,0,4,0,0
202005240008,182,Banaadir,Mogadishu,1,1,1,0,0,0,0,0,0,0,0
202005240009,4,Badakhshan,Raghistan district,1,1,1,0,0,0,0,0,2,0,2
202005240010,217,Indiana,Indianapolis,1,1,1,0,0,0,1,0,0,0,0
202005240011,153,Khyber Pakhtunkhwa,Hassu Khel,1,1,1,0,0,0,1,0,3,0,0
202005240012,160,Agusan del Sur,Mahagsay,1,1,1,0,0,0,1,0,1,0,1
202005240013,143,North,Kouaoua,1,1,1,0,0,1,1,0,0,0,0
202005240014,143,North,Kouaoua,1,1,1,0,0,1,1,0,0,0,0
202005240015,160,Maguindanao,Kitango,1,1,1,1,4,0,1,0,2,0,0
202005240016,4,Parwan,Bagram,1,1,0,1,1,0,0,0,0,0,0
202005240017,33,Haut-Bassins,Faramana,1,1,1,0,0,1,1,0,2,0,0
202005250001,4,Badghis,Cheshma Duzdak,1,1,1,0,0,0,1,0,3,0,0
202005250004,161,Lodz,Lodz,1,1,1,0,0,0,1,0,0,0,0
202005250005,38,Quebec,Montreal,1,1,1,0,0,0,1,0,0,0,0
202005250006,142,Limburg,Roermond,1,1,1,0,0,0,1,0,0,0,0
202005250007,142,North Brabant,Roosendaal,1,1,1,0,0,0,1,0,0,0,0
202005250008,4,Kandahar,Tanawchi,1,1,1,0,0,1,1,0,4,0,0
202005250009,182,Bay,Qansax Dheere,1,1,1,1,5,0,1,0,0,0,0
202005250013,4,Kandahar,Tanawchi,1,1,1,0,0,1,1,0,1,0,0
202005250014,229,Ituri,Samboko,1,1,1,0,0,1,1,0,14,0,0
202005250019,182,Lower Juba,Dhobley,1,1,0,1,1,0,1,0,2,0,2
202005250020,155,West Bank,Jerusalem,1,1,1,0,0,0,0,0,0,0,0
202005250023,153,Khyber Pakhtunkhwa,Mir Ali,1,1,0,1,1,0,1,0,0,0,0
202005250024,160,Maguindanao,Cotabato City,0,1,1,1,2,0,1,0,1,0,0
202005250025,183,KwaZulu-Natal,Khula,1,1,1,0,0,0,1,0,1,0,0
202005250026,183,KwaZulu-Natal,Hammarsdale (Mpumalanga),1,1,1,0,0,0,1,0,1,0,0
202005260001,4,Zabul,Qalat,1,1,0,1,1,0,1,0,3,0,0
202005260002,603,England,Mossley Hill,1,1,1,0,0,0,1,0,0,0,0
202005260004,37,Extreme-North,Soueram,1,1,0,1,1,0,1,0,7,0,5
202005260005,229,Ituri,Tikamaibo,1,1,1,0,0,1,1,0,26,0,0
202005260006,182,Middle Shebelle,Galoley,1,1,0,1,1,0,1,0,9,0,0
202005260010,153,Islamabad Capital Territory,Islamabad,1,1,1,0,0,0,1,0,2,0,0
202005260014,153,Khyber Pakhtunkhwa,Wana,1,1,1,0,0,0,1,0,1,0,0
202005260015,228,Marib,Sahn al-Jinn Base,1,1,0,1,1,0,0,0,7,0,0
202005260018,217,Hawaii,Kalaeloa,1,1,1,0,0,0,1,0,0,0,0
202005260019,97,Jerusalem,Beit Shemesh,1,1,1,0,0,0,1,0,0,0,0
202005260020,228,Hadramawt,Shibam,1,1,1,0,0,0,1,0,5,0,0
202005260021,138,Chin,Mee Let Wa,1,1,1,1,5,0,1,0,0,0,0
202005270001,4,Herat,Bazaar-e-Sarkocheh,1,1,1,0,0,0,1,0,1,0,0
202005270004,182,Middle Shebelle,Galoley,1,1,1,1,5,0,1,0,8,0,0
202005270005,200,Idlib,Ghassaniyeh,1,1,0,1,1,0,1,0,1,0,0
202005270009,95,Babil,Habash,1,1,0,1,1,0,1,0,1,0,0
202005270012,182,Bay,Bulo Hawo,1,1,0,1,1,0,1,0,1,0,0
202005270013,182,Bay,Xariima,1,1,1,0,0,0,0,0,2,0,2
202005270015,78,Central Macedonia,Thessaloniki,1,1,1,0,0,0,0,0,0,0,0
202005270019,147,Nasarawa,Bukan Sidi,1,1,1,0,0,0,1,0,0,0,0
202005270020,209,Diyarbakir,Diyarbakir,1,1,1,0,0,0,1,0,1,0,0
202005270021,153,Khyber Pakhtunkhwa,Gardaoo,1,1,1,1,5,0,1,0,1,0,0
202005270025,92,Jammu and Kashmir,Sopore,1,1,1,0,0,0,0,0,0,0,0
202005270026,153,Sindh,Jacobabad,1,1,1,0,0,0,1,0,1,0,0
202005280001,4,Kapisa,Hisa-i-Duwumi Kohistan district,1,1,1,0,0,0,0,0,1,0,0
202005280004,92,Jammu and Kashmir,Rajpora,1,1,1,0,0,0,0,1,0,0,0
202005280006,182,Lower Shebelle,Awdheegle,1,1,0,1,1,0,1,0,5,0,0
202005280008,137,Cabo Delgado,Macomia,1,1,1,0,0,0,1,0,97,0,78
202005280009,123,Mopti,Tile,1,1,1,0,0,1,1,0,7,0,0
202005280010,123,Mopti,Bankass,1,1,1,0,0,1,1,0,10,0,0
202005280011,123,Mopti,Koro,1,1,1,0,0,1,1,0,10,0,0
202005280012,229,South Kivu,Mikenge,1,1,1,0,0,0,1,0,2,0,0
202005280013,182,Banaadir,Mogadishu,1,1,1,0,0,0,1,0,2,0,0
202005280015,182,Banaadir,Mogadishu,1,1,1,0,0,0,1,0,2,0,0
202005280016,160,Misamis Oriental,Limonda,1,1,1,0,0,0,1,0,0,0,0
202005280017,92,Gujarat,Una,1,1,1,0,0,0,0,0,0,0,0
202005280018,182,Hiiraan,Gaal,1,1,1,0,0,0,0,0,0,0,0
202005280023,217,Minnesota,Minneapolis,1,1,1,0,0,0,1,0,0,0,0
202005290004,4,Ghor,Pozalich,1,1,1,0,0,0,1,0,1,0,0
202005290005,33,Nord,Loroum district,1,1,1,0,0,0,1,0,15,0,0
202005290006,4,Herat,Kurki,1,1,0,1,1,0,1,0,3,0,0
202005290013,95,Nineveh,Mosul,1,1,1,0,0,0,1,0,0,0,0
202005290014,217,California,Oakland,1,1,1,0,0,0,1,0,1,1,0
202005290016,4,Parwan,Charikar,1,1,1,0,0,0,1,0,1,0,0
202005290017,160,Bukidnon,Sinaysayan,1,1,1,0,0,0,1,0,1,0,0
202005290019,147,Delta,Boji-Boji Owa,1,1,1,0,0,0,1,0,0,0,0
202005290020,217,Florida,Temple Terrace,1,1,1,0,0,0,1,0,1,1,1
202005290021,138,Rakhine,Thazin Myaing,1,1,1,0,0,0,1,0,4,0,0
202005290022,138,Shan,Nan-Kut,1,1,0,1,1,0,1,0,0,0,0
202005290023,95,Diyala,Madain,1,1,1,0,0,0,1,0,0,0,0
202005290024,123,Gao,Tassiga,1,1,1,0,0,0,1,0,0,0,0
202005290029,217,District of Columbia,Washington,1,1,1,0,0,0,0,0,0,0,0
202005300001,4,Badakhshan,Shapo,1,1,1,0,0,0,1,0,2,0,0
202005300002,4,Parwan,Joy Dukhtar,1,1,1,0,0,0,1,0,3,0,0
202005300003,60,North Sinai,Al-Maghara,1,1,0,1,1,0,1,0,5,0,0
202005300004,4,Kabul,Kabul,1,1,1,0,0,0,1,0,2,0,0
202005300005,33,Est,Kompienga,1,1,1,0,0,0,1,0,35,0,0
202005300006,33,Centre-Nord,Barsalogho,1,1,1,0,0,0,1,0,13,0,0
202005300007,4,Nimroz,Chahar Burja district,1,1,0,1,1,0,1,0,1,0,0
202005300009,217,New York,New York City,1,1,1,0,0,0,1,0,0,0,0
202005300010,217,Nevada,Las Vegas,1,1,1,0,0,0,0,0,0,0,0
202005300011,147,Borno,Kwabula,1,1,1,0,0,0,1,0,2,0,0
202005300012,200,Aleppo,Jarabulus,1,1,1,0,0,0,1,0,0,0,0
202005300015,229,Ituri,Katwa,1,1,1,0,0,0,1,0,5,0,0
202005300017,69,Bourgogne-Franche-Comte,Besancon,1,1,1,0,0,0,1,0,0,0,0
202005300018,95,Kirkuk,Maqam,1,1,0,1,1,0,1,0,1,0,1
202005300021,217,North Carolina,Charlotte,1,1,1,0,0,0,1,0,0,0,0
202005310001,4,Nangarhar,Hisarak district,1,1,1,0,0,0,1,0,19,0,16
202005310002,4,Herat,Ghoryan district,1,1,1,0,0,0,1,0,1,0,0
202005310003,4,Wardak,Chaghra,1,1,1,0,0,0,1,0,3,0,0
202005310004,182,Lower Shebelle,Hawa Abdi,1,1,1,0,0,0,1,0,10,0,0
202005310007,4,Helmand,Nad Ali district,1,1,0,1,1,0,1,0,2,0,0
202005310008,44,Hong Kong,Hong Kong,1,1,1,0,0,0,1,0,0,0,0
202005310010,147,Katsina,Yantumaki,1,1,1,0,0,0,1,0,1,0,0
202005310011,147,Borno,Konduga,1,1,1,0,0,0,1,1,1,0,1
202005310012,160,Sultan Kudarat,Langgal,1,1,1,0,0,0,0,0,2,0,2
202005310013,92,Jharkhand,Gumla,1,1,1,0,0,0,1,0,0,0,0
202005310014,92,Jammu and Kashmir,Thairan,1,1,1,0,0,0,1,0,0,0,0
202005310015,228,Al Hudaydah,Hudaydah,1,1,1,1,4,0,1,0,4,0,0
202005310016,92,Delhi,Nihal Vihar,1,1,1,0,0,0,1,0,0,0,0
202005310017,146,Tahoua,Intikane,1,1,1,0,0,0,1,0,3,0,0
202005310022,229,Ituri,Ketshele (Kichele),1,1,1,0,0,0,1,0,0,0,0
202005310023,147,Borno,Debiro,1,1,1,0,0,1,1,0,1,0,1
202005310024,147,Borno,Tarfa,1,1,1,0,0,1,1,0,1,0,1
